اندیشه‌اش	اندیشه‌	اندیشه	اش
خانه‌اش	خانه‌	خانه	اش
خودشان	خود	خودشان	شان
خودم	خود	خودم	م
یادم	یاد	یاد	م
کارتان	کار	کار	تان
آمادگی‌اش	آمادگی‌	آمادگی	اش
بیش‌ترینش	بیش‌ترین	بیش‌ترین	ش
خلبان‌هایش	خلبان‌های	خلبان	ش
خوابم	خواب	خواب	م
خودم	خود	خودم	م
خودت	خود	خودت	ت
تصدقت	تصدق	تصدق	ت
قربانت	قربان	قربان	ت
قلبم	قلب	قلب	م
قلبم	قلب	قلب	م
عزیزم	عزیز	عزیز	م
خودش	خود	خودش	ش
مزاجم	مزاج	مزاج	م
دلم	دل	دل	م
پسرت	پسر	پسر	ت
ذهنم	ذهن	ذهن	م
حواسم	حواس	حواس	م
خودشان	خود	خودشان	شان
مأموریتمان	مأموریت	مأموریت	مان
بچه‌هایتان	بچه‌های	بچه	تان
اعتقادشان	اعتقاد	اعتقاد	شان
مکنتش	مکنت	مکنت	ش
شعرش	شعر	شعر	ش
ثروتشان	ثروت	ثروت	شان
خودم	خود	خودم	م
ذهنم	ذهن	ذهن	م
شجاعتت	شجاعت	شجاعت	ت
برادرانش	برادران	برادر	ش
مدیرانمان	مدیران	مدیر	مان
خودمان	خود	خودمان	مان
مناسباتشان	مناسبات	مناسبات	شان
خودش	خود	خودش	ش
غروب‌هایشان	غروب‌های	غروب	شان
دعاهایشان	دعاهای	دعا	شان
روحم	روح	روح	م
خودشان	خود	خودشان	شان
دوستانم	دوستان	دوست	م
جایش	جا	جا	یش
روحش	روح	روح	ش
احساسم	احساس	احساس	م
سرمایه‌ام	سرمایه‌	سرمایه	ام
همسرتان	همسر	همسر	تان
تعادلش	تعادل	تعادل	ش
جواهراتش	جواهرات	جواهر	ش
حالمان	حال	حال	مان
قراردادم	قرارداد	قرارداد	م
قراردادم	قرارداد	قرارداد	م
یادم	یاد	یاد	م
روحشان	روح	روح	شان
تیمش	تیم	تیم	ش
خواهرانش	خواهران	خواهر	ش
حالش	حال	حال	ش
علاقه‌شان	علاقه‌	علاقه	شان
خودش	خود	خودش	ش
سروده‌هایش	سروده‌های	سروده	ش
شدنش	شدن	شدن	ش
موبایل‌هایتان	موبایل‌های	موبایل	تان
پسرش	پسر	پسر	ش
حس‌هایتان	حس‌های	حس	تان
زورت	زور	زور	ت
سرش	سر	سر	ش
دستانم	دستان	دست	م
آغوشم	آغوش	آغوش	م
برادرم	برادر	برادر	م
ریه‌هایتان	ریه‌های	ریه	تان
بازی‌اش	بازی‌	بازی	اش
شوهرش	شوهر	شوهر	ش
کوله‌ام	کوله‌	کوله	ام
سرم	سر	سر	م
خودمان	خود	خودمان	مان
زخم‌هایش	زخم‌های	زخم	ش
قدرتت	قدرت	قدرت	ت
خودمان	خود	خودمان	مان
قراردادش	قرارداد	قرارداد	ش
خودش	خود	خودش	ش
شعرم	شعر	شعر	م
پوستمان	پوست	پوست	مان
ثبتشان	ثبت	ثبت	شان
گوش‌هایش	گوش‌های	گوش	ش
خودمان	خود	خودمان	مان
صدایم	صدا	صدا	یم
همسرش	همسر	همسر	ش
قلبم	قلب	قلب	م
چشم‌هایم	چشم‌های	چشم	م
زندگی‌ام	زندگی‌	زندگی	ام
خودشان	خود	خودشان	شان
دیارش	دیار	دیار	ش
فرزندتان	فرزند	فرزند	تان
نویسندگانش	نویسندگان	نویسنده	ش
خودم	خود	خودم	م
وجودت	وجود	وجود	ت
درونش	درون	درون	ش
پاهایش	پاهای	پا	ش
خودمان	خود	خودمان	مان
حضورشان	حضور	حضور	شان
پدرش	پدر	پدر	ش
نعماتش	نعمات	نعمت	ش
گمشده‌ام	گمشده‌	گمشده	ام
آمال‌هایمان	آمال‌های	آمال	مان
دعوتم	دعوت	دعوت	م
سرش	سر	سر	ش
پدرم	پدر	پدر	م
پدرم	پدر	پدر	م
چشمش	چشم	چشم	ش
پدرم	پدر	پدر	م
مادرم	مادر	مادر	م
مادرم	مادر	مادر	م
پدرم	پدر	پدر	م
جوجه‌اش	جوجه‌	جوجه	اش
مادرم	مادر	مادر	م
سراغم	سراغ	سراغ	م
زنم	زن	زن	م
کارم	کار	کار	م
کارگری‌ام	کارگری‌	کارگری	ام
یادش	یاد	یاد	ش
باورم	باور	باور	م
پیشانی‌ام	پیشانی‌	پیشانی	ام
لبم	لب	لب	م
دلم	دل	دل	م
کدامشان	کدام	کدام	شان
دستم	دست	دست	م
آپاندیسش	آپاندیس	آپاندیس	ش
دلم	دل	دل	م
چشمش	چشم	چشم	ش
خودش	خود	خودش	ش
اخراجم	اخراج	اخراج	م
همکارانم	همکاران	همکار	م
خودش	خود	خودش	ش
دلش	دل	دل	ش
کارم	کار	کار	م
خودت	خود	خودت	ت
کدامشان	کدام	کدام	شان
خودم	خود	خودم	م
چشمش	چشم	چشم	ش
فکرش	فکر	فکر	ش
همکارهایم	همکارهای	همکار	م
بغلش	بغل	بغل	ش
صورتش	صورت	صورت	ش
اخم‌هایش	اخم‌های	اخم	ش
جیبش	جیب	جیب	ش
کارم	کار	کار	م
خودت	خود	خودت	ت
سرشان	سر	سر	شان
بهانه‌هایشان	بهانه‌های	بهانه	شان
خودت	خود	خودت	ت
جیبم	جیب	جیب	م
چشم‌هایش	چشم‌های	چشم	ش
حرف‌هایش	حرف‌های	حرف	ش
مشتم	مشت	مشت	م
جیبم	جیب	جیب	م
اولش	اول	اول	ش
دنبالش	دنبال	دنبال	ش
خودشان	خود	خودشان	شان
نگاهم	نگاه	نگاه	م
پایش	پا	پا	یش
خودم	خود	خودم	م
یادم	یاد	یاد	م
سرش	سر	سر	ش
طرفم	طرف	طرف	م
نمکمان	نمک	نمک	مان
بدنم	بدن	بدن	م
حرفش	حرف	حرف	ش
کارهایش	کارهای	کار	ش
حواسم	حواس	حواس	م
مثانه‌ام	مثانه‌	مثانه	ام
خودت	خود	خودت	ت
دمشان	دم	دم	شان
حواست	حواس	حواس	ت
جنس‌هایت	جنس‌های	جنس	ت
خودم	خود	خودم	م
زنم	زن	زن	م
دعوایم	دعوا	دعوا	یم
غرضم	غرض	غرض	م
کارم	کار	کار	م
خودم	خود	خودم	م
نگاهم	نگاه	نگاه	م
دلم	دل	دل	م
ریختنم	ریختن	ریختن	م
زانوهایم	زانوهای	زانو	م
تنش	تن	تن	ش
رویم	رو	رو	یم
صورتش	صورت	صورت	ش
دندانش	دندان	دندان	ش
غرغرهایش	غرغرهای	غرغر	ش
حوصله‌ام	حوصله‌	حوصله	ام
خرخره‌اش	خرخره‌	خرخره	اش
خرخره‌اش	خرخره‌	خرخره	اش
همسایه‌مان	همسایه‌	همسایه	مان
جنس‌هایم	جنس‌های	جنس	م
دمش	دم	دم	ش
نظرم	نظر	نظر	م
شاگردهایشان	شاگردهای	شاگرد	شان
تماشایم	تماشا	تماشا	یم
بی‌خیالی‌ام	بی‌خیالی‌	بی‌خیالی	ام
دلم	دل	دل	م
خودم	خود	خودم	م
توجهم	توجه	توجه	م
خنده‌ام	خنده‌	خنده	ام
عقده‌هایم	عقده‌های	عقده	م
زبانم	زبان	زبان	م
ذهنم	ذهن	ذهن	م
نظرم	نظر	نظر	م
نگاهش	نگاه	نگاه	ش
پایم	پا	پا	یم
چشمهایم	چشمهای	چشم	م
دستم	دست	دست	م
دامنت	دامن	دامن	ت
دادم	داد	داد	م
شلوارت	شلوار	شلوار	ت
غصه‌هایم	غصه‌های	غصه	م
خودم	خود	خودم	م
میزش	میز	میز	ش
خودت	خود	خودت	ت
سرت	سر	سر	ت
لباس‌هایت	لباس‌های	لباس	ت
یادت	یاد	یاد	ت
شیشه‌اش	شیشه‌	شیشه	اش
تلاشت	تلاش	تلاش	ت
خودت	خود	خودت	ت
اشک‌هایت	اشک‌های	اشک	ت
دنبالش	دنبال	دنبال	ش
خودش	خود	خودش	ش
باورم	باور	باور	م
خودم	خود	خودم	م
خودم	خود	خودم	م
نگاهم	نگاه	نگاه	م
خودم	خود	خودم	م
دلم	دل	دل	م
رفیقش	رفیق	رفیق	ش
ناله‌ام	ناله‌	ناله	ام
صدایشان	صدا	صدا	یشان
چشم‌هایم	چشم‌های	چشم	م
نگاهم	نگاه	نگاه	م
نگاهش	نگاه	نگاه	ش
وظیفه‌ام	وظیفه‌	وظیفه	ام
طرفم	طرف	طرف	م
زاری‌شان	زاری‌	زاری	شان
سویم	سو	سو	یم
چشم‌هایم	چشم‌های	چشم	م
چهره‌اش	چهره‌	چهره	اش
ظلمش	ظلم	ظلم	ش
حق‌کشی‌هایش	حق‌کشی‌های	حق‌کشی	ش
خودم	خود	خودم	م
سرم	سر	سر	م
نگاهم	نگاه	نگاه	م
چهره‌اش	چهره‌	چهره	اش
نظرم	نظر	نظر	م
سبیلش	سبیل	سبیل	ش
نگاهم	نگاه	نگاه	م
نگاهم	نگاه	نگاه	م
حرف‌هایش	حرف‌های	حرف	ش
خودم	خود	خودم	م
نگاهم	نگاه	نگاه	م
دستم	دست	دست	م
تنم	تن	تن	م
بستنش	بستن	بستن	ش
تجربه‌اش	تجربه‌	تجربه	اش
داستانش	داستان	داستان	ش
داستانتان	داستان	داستان	تان
ارتباطتان	ارتباط	ارتباط	تان
داستانشان	داستان	داستان	شان
کارشان	کار	کار	شان
کارتان	کار	کار	تان
کارش	کار	کار	ش
داستانتان	داستان	داستان	تان
کارتان	کار	کار	تان
کارتان	کار	کار	تان
کارتان	کار	کار	تان
رمانتان	رمان	رمان	تان
نویسندگی‌تان	نویسندگی‌	نویسندگی	تان
قربانیانش	قربانیان	قربانی	ش
نامشان	نام	نام	شان
کیفش	کیف	کیف	ش
گونه‌هایش	گونه‌های	گونه	ش
قهوه‌اش	قهوه‌	قهوه	اش
خوابم	خواب	خواب	م
خودت	خود	خودت	ت
سیگارش	سیگار	سیگار	ش
ذهنش	ذهن	ذهن	ش
خودش	خود	خودش	ش
ساعتش	ساعت	ساعت	ش
چشمانم	چشمان	چشم	م
خیال‌هایش	خیال‌های	خیال	ش
خاطره‌هایش	خاطره‌های	خاطره	ش
دست‌هایش	دست‌های	دست	ش
خودش	خود	خودش	ش
پدرم	پدر	پدر	م
پدرش	پدر	پدر	ش
سینه‌اش	سینه‌	سینه	اش
زبانم	زبان	زبان	م
پاهایم	پاهای	پا	م
کارش	کار	کار	ش
شخصیت‌هایتان	شخصیت‌های	شخصیت	تان
جهادم	جهاد	جهاد	م
خودشان	خود	خودشان	شان
اسبش	اسب	اسب	ش
مهارش	مهار	مهار	ش
فیلم‌هایش	فیلم‌های	فیلم	ش
زندگی‌اش	زندگی‌	زندگی	اش
ساختش	ساخت	ساخت	ش
مهمانیتان	مهمانی	مهمانی	تان
عزیزانم	عزیزان	عزیز	م
وقتشان	وقت	وقت	شان
اندیشه‌ام	اندیشه‌	اندیشه	ام
نظرتان	نظر	نظر	تان
فیلمش	فیلم	فیلم	ش
بیننده‌اش	بیننده‌	بیننده	اش
وجودم	وجود	وجود	م
دخترهایش	دخترهای	دختر	ش
خودش	خود	خودش	ش
جوانی‌اش	جوانی‌	جوانی	اش
درونشان	درون	درون	شان
دلم	دل	دل	م
تفسیرش	تفسیر	تفسیر	ش
باورت	باور	باور	ت
قلبم	قلب	قلب	م
موضع‌گیری‌هایتان	موضع‌گیری‌های	موضع‌گیری	تان
قدم‌هایم	قدم‌های	قدم	م
خاطرم	خاطر	خاطر	م
زندگانیم	زندگانی	زندگانی	م
خیالت	خیال	خیال	ت
خودتان	خود	خودتان	تان
توشه‌ام	توشه‌	توشه	ام
نیمه‌شبم	نیمه‌شب	نیمه‌شب	م
شعرتان	شعر	شعر	تان
همسرش	همسر	همسر	ش
تنهایی‌ام	تنهایی‌	تنهایی	ام
مزارم	مزار	مزار	م
مزارم	مزار	مزار	م
وجودم	وجود	وجود	م
سودتان	سود	سود	تان
سلطه‌اش	سلطه‌	سلطه	اش
آرزویم	آرزو	آرزو	یم
یارانش	یاران	یار	ش
کشورمان	کشور	کشور	مان
خانه‌ات	خانه‌	خانه	ات
محبتت	محبت	محبت	ت
حاجتم	حاجت	حاجت	م
وصالت	وصال	وصال	ت
خونشان	خون	خون	شان
شوهرش	شوهر	شوهر	ش
غیرتم	غیرت	غیرت	م
خاطرش	خاطر	خاطر	ش
خاطراتت	خاطرات	خاطره	ت
خاطرم	خاطر	خاطر	م
خاطرم	خاطر	خاطر	م
برادرش	برادر	برادر	ش
خشمش	خشم	خشم	ش
غیظش	غیظ	غیظ	ش
دلش	دل	دل	ش
دلم	دل	دل	م
صورتش	صورت	صورت	ش
دنبالش	دنبال	دنبال	ش
تصمیمم	تصمیم	تصمیم	م
دنبالش	دنبال	دنبال	ش
اختیارش	اختیار	اختیار	ش
دیدنش	دیدن	دیدن	ش
آسمانمان	آسمان	آسمان	مان
کتاب‌هایش	کتاب‌های	کتاب	ش
دیدنش	دیدن	دیدن	ش
دخترش	دختر	دختر	ش
چیزمان	چیز	چیز	مان
دخترم	دختر	دختر	م
کبدش	کبد	کبد	ش
بدنش	بدن	بدن	ش
دخترم	دختر	دختر	م
بدنش	بدن	بدن	ش
دخترم	دختر	دختر	م
کارتان	کار	کار	تان
خودتان	خود	خودتان	تان
کارتان	کار	کار	تان
خودتان	خود	خودتان	تان
خودتان	خود	خودتان	تان
برشتان	برش	برش	تان
کاغذتان	کاغذ	کاغذ	تان
پهلویم	پهلو	پهلو	یم
یادم	یاد	یاد	م
یادم	یاد	یاد	م
یادم	یاد	یاد	م
یادم	یاد	یاد	م
پدرم	پدر	پدر	م
یادش	یاد	یاد	ش
یادت	یاد	یاد	ت
یادشان	یاد	یاد	شان
دنیایت	دنیا	دنیا	یت
نگاهم	نگاه	نگاه	م
ولایتت	ولایت	ولایت	ت
دلت	دل	دل	ت
باورم	باور	باور	م
خودم	خود	خودم	م
رکابت	رکاب	رکاب	ت
روسری‌ات	روسری‌	روسری	ات
بوسه‌هایت	بوسه‌های	بوسه	ت
بغضشان	بغض	بغض	شان
دلم	دل	دل	م
خودم	خود	خودم	م
دورم	دور	دور	م
رنج‌هایمان	رنج‌های	رنج	مان
استقامتش	استقامت	استقامت	ش
قلبش	قلب	قلب	ش
آسمانش	آسمان	آسمان	ش
نیمه‌شب‌هایش	نیمه‌شب‌های	نیمه‌شب	ش
روشش	روش	روش	ش
آخرتش	آخرت	آخرت	ش
خودت	خود	خودت	ت
درگاهت	درگاه	درگاه	ت
راهم	راه	راه	م
گوشم	گوش	گوش	م
درونت	درون	درون	ت
دنیایشان	دنیا	دنیا	یشان
آخرتشان	آخرت	آخرت	شان
چرخ‌هایش	چرخ‌های	چرخ	ش
عمرم	عمر	عمر	م
موتورهایم	موتورهای	موتور	م
رمزهایتان	رمزهای	رمز	تان
سرش	سر	سر	ش
چپلی‌هایش	چپلی‌های	چپلی	ش
وجودم	وجود	وجود	م
نظرتان	نظر	نظر	تان
دلت	دل	دل	ت
چشمم	چشم	چشم	م
برم	بر	بر	م
مادرم	مادر	مادر	م
برش	بر	بر	ش
زیربنایش	زیربنا	زیربنا	یش
دستم	دست	دست	م
جوانی‌ات	جوانی‌	جوانی	ات
نامت	نام	نام	ت
فرزندم	فرزند	فرزند	م
قلبش	قلب	قلب	ش
آفریدگارتان	آفریدگار	آفریدگار	تان
آفریدگارتان	آفریدگار	آفریدگار	تان
نظرتان	نظر	نظر	تان
تنم	تن	تن	م
نگاهش	نگاه	نگاه	ش
شعرش	شعر	شعر	ش
روحمان	روح	روح	مان
ارتقایمان	ارتقا	ارتقا	یمان
زبانت	زبان	زبان	ت
گیسوانت	گیسوان	گیسو	ت
اشتیاقش	اشتیاق	اشتیاق	ش
هم‌زبانانش	هم‌زبانان	هم‌زبان	ش
پدرش	پدر	پدر	ش
مادرم	مادر	مادر	م
جرم‌هایش	جرم‌های	جرم	ش
دلش	دل	دل	ش
خشمش	خشم	خشم	ش
گلویم	گلو	گلو	یم
ناخن‌هایم	ناخن‌های	ناخن	م
خانواده‌ام	خانواده‌	خانواده	ام
شوهرم	شوهر	شوهر	م
شوهرم	شوهر	شوهر	م
دوستم	دوست	دوست	م
برادرم	برادر	برادر	م
برادرش	برادر	برادر	ش
دوستم	دوست	دوست	م
پدرش	پدر	پدر	ش
دوستانش	دوستان	دوست	ش
دوستش	دوست	دوست	ش
خاله‌اش	خاله‌	خاله	اش
صدایت	صدا	صدا	یت
پرهایت	پرهای	پر	ت
دهانش	دهان	دهان	ش
دوستش	دوست	دوست	ش
مادرش	مادر	مادر	ش
یادش	یاد	یاد	ش
یادش	یاد	یاد	ش
کتابخانه‌اش	کتابخانه‌	کتابخانه	اش
صورتتان	صورت	صورت	تان
عصایم	عصا	عصا	یم
قدم‌هایمان	قدم‌های	قدم	مان
کوله‌ام	کوله‌	کوله	ام
اتاقم	اتاق	اتاق	م
گربه‌مان	گربه‌	گربه	مان
سرم	سر	سر	م
خنده‌ام	خنده‌	خنده	ام
بودنت	بودن	بودن	ت
سکوتم	سکوت	سکوت	م
صدایشان	صدا	صدا	یشان
چشمانم	چشمان	چشم	م
نگاهشان	نگاه	نگاه	شان
سینه‌ام	سینه‌	سینه	ام
شانه‌ام	شانه‌	شانه	ام
خستگی‌هایشان	خستگی‌های	خستگی	شان
لحظه‌هایشان	لحظه‌های	لحظه	شان
خودم	خود	خودم	م
خودم	خود	خودم	م
سیگارم	سیگار	سیگار	م
دلم	دل	دل	م
خاطراتم	خاطرات	خاطره	م
زخمم	زخم	زخم	م
تماشایش	تماشا	تماشا	یش
حرف‌هایتان	حرف‌های	حرف	تان
دلش	دل	دل	ش
فردش	فرد	فرد	ش
آرزوهایم	آرزوهای	آرزو	م
خودم	خود	خودم	م
دخترم	دختر	دختر	م
مادرت	مادر	مادر	ت
خاطراتم	خاطرات	خاطره	م
کشورمان	کشور	کشور	مان
حالش	حال	حال	ش
قبرت	قبر	قبر	ت
سرت	سر	سر	ت
سجاده‌ام	سجاده‌	سجاده	ام
خودش	خود	خودش	ش
زندگی‌ام	زندگی‌	زندگی	ام
چشمانم	چشمان	چشم	م
خودم	خود	خودم	م
کامیابی‌هایش	کامیابی‌های	کامیابی	ش
کشورمان	کشور	کشور	مان
توانم	توان	توان	م
فرزندانش	فرزندان	فرزند	ش
خونش	خون	خون	ش
دیدارش	دیدار	دیدار	ش
سویت	سو	سو	یت
آرزوهایم	آرزوهای	آرزو	م
بتم	بت	بت	م
خودم	خود	خودم	م
همسرتان	همسر	همسر	تان
زندگی‌ام	زندگی‌	زندگی	ام
زلفش	زلف	زلف	ش
دنبه‌ات	دنبه‌	دنبه	ات
یادش	یاد	یاد	ش
کوچه‌مان	کوچه‌	کوچه	مان
عمرشان	عمر	عمر	شان
کارش	کار	کار	ش
آبشان	آب	آب	شان
لب‌هایش	لب‌های	لب	ش
دستش	دست	دست	ش
پرچمش	پرچم	پرچم	ش
سرش	سر	سر	ش
چشم‌هایش	چشم‌های	چشم	ش
مسیرشان	مسیر	مسیر	شان
دفترم	دفتر	دفتر	م
صورتم	صورت	صورت	م
قلبش	قلب	قلب	ش
چشم‌هایش	چشم‌های	چشم	ش
گوشش	گوش	گوش	ش
چشم‌هایش	چشم‌های	چشم	ش
بیانشان	بیان	بیان	شان
دخترم	دختر	دختر	م
سرشان	سر	سر	شان
کیفشان	کیف	کیف	شان
خاطراتم	خاطرات	خاطره	م
درونم	درون	درون	م
سینه‌ام	سینه‌	سینه	ام
دلم	دل	دل	م
مزارم	مزار	مزار	م
گیسوانت	گیسوان	گیسو	ت
دلم	دل	دل	م
صدایم	صدا	صدا	یم
پشتش	پشت	پشت	ش
شلوارشان	شلوار	شلوار	شان
پالتویشان	پالتو	پالتو	یشان
خودش	خود	خودش	ش
صدایش	صدا	صدا	یش
صدایش	صدا	صدا	یش
جلویش	جلو	جلو	یش
اعصابمان	اعصاب	اعصاب	مان
زن‌هایشان	زن‌های	زن	شان
آرنجتان	آرنج	آرنج	تان
علتش	علت	علت	ش
سکسکه‌تان	سکسکه‌	سکسکه	تان
رضاخانتان	رضاخان	رضاخان	تان
خاندانش	خاندان	خاندان	ش
میهنم	میهن	میهن	م
گزارشش	گزارش	گزارش	ش
خودم	خود	خودم	م
خودتان	خود	خودتان	تان
خانه‌مان	خانه‌	خانه	مان
بنایشان	بنا	بنا	یشان
خودشان	خود	خودشان	شان
نوکرهایشان	نوکرهای	نوکر	شان
خودش	خود	خودش	ش
خودش	خود	خودش	ش
مادرم	مادر	مادر	م
کشورمان	کشور	کشور	مان
قدرتمان	قدرت	قدرت	مان
اختیارش	اختیار	اختیار	ش
خودمان	خود	خودمان	مان
یادش	یاد	یاد	ش
مغزمان	مغز	مغز	مان
لبخندم	لبخند	لبخند	م
لبم	لب	لب	م
نایم	نای	نای	م
گهواره‌ام	گهواره‌	گهواره	ام
رویم	رو	رو	یم
بدنم	بدن	بدن	م
قلمتان	قلم	قلم	تان
انتظارش	انتظار	انتظار	ش
زندگی‌ام	زندگی‌	زندگی	ام
فیلم‌هایم	فیلم‌های	فیلم	م
خودش	خود	خودش	ش
پسرانش	پسران	پسر	ش
کوله‌بارمان	کوله‌بار	کوله‌بار	مان
خودشان	خود	خودشان	شان
استخوان‌هایم	استخوان‌های	استخوان	م
سویم	سو	سو	یم
موبایلمان	موبایل	موبایل	مان
مرزهایش	مرزهای	مرز	ش
معنایش	معنا	معنا	یش
صاعقه‌اش	صاعقه‌	صاعقه	اش
جانشان	جان	جان	شان
گورت	گور	گور	ت
گونه‌ام	گونه‌	گونه	ام
دلم	دل	دل	م
چراغم	چراغ	چراغ	م
خودمان	خود	خودمان	مان
خودمان	خود	خودمان	مان
دانش‌آموزانش	دانش‌آموزان	دانش‌آموز	ش
خودم	خود	خودم	م
دوستانم	دوستان	دوست	م
نفرتم	نفرت	نفرت	م
افتخارشان	افتخار	افتخار	شان
ظاهرش	ظاهر	ظاهر	ش
باطنش	باطن	باطن	ش
عملش	عمل	عمل	ش
دلمان	دل	دل	مان
بالشم	بالش	بالش	م
صورتش	صورت	صورت	ش
بغضم	بغض	بغض	م
معده‌ام	معده‌	معده	ام
بغضش	بغض	بغض	ش
گلویش	گلو	گلو	یش
پایت	پا	پا	یت
درآوردنش	درآوردن	درآوردن	ش
نفتت	نفت	نفت	ت
مغزم	مغز	مغز	م
نزدیکانم	نزدیکان	نزدیکان	م
برادرم	برادر	برادر	م
حالش	حال	حال	ش
چشمانشان	چشمان	چشم	شان
حاجتش	حاجت	حاجت	ش
عشقش	عشق	عشق	ش
گام‌هایم	گام‌های	گام	م
رخسارش	رخسار	رخسار	ش
آینده‌شان	آینده‌	آینده	شان
مادرم	مادر	مادر	م
گاومان	گاو	گاو	مان
سنش	سن	سن	ش
غنچه‌اش	غنچه‌	غنچه	اش
یادت	یاد	یاد	ت
سقفش	سقف	سقف	ش
تلاش‌هایشان	تلاش‌های	تلاش	شان
فرزندانمان	فرزندان	فرزند	مان
قلبم	قلب	قلب	م
چادرمان	چادر	چادر	مان
شادخواریمان	شادخواری	شادخواری	مان
فرزندانت	فرزندان	فرزند	ت
استقبالت	استقبال	استقبال	ت
گریه‌هایشان	گریه‌های	گریه	شان
سویم	سو	سو	یم
چشمانش	چشمان	چشم	ش
پلک‌هایش	پلک‌های	پلک	ش
دستم	دست	دست	م
سرمان	سر	سر	مان
سرهایشان	سرهای	سر	شان
دستشان	دست	دست	شان
خداحافظی‌ام	خداحافظی‌	خداحافظی	ام
گناهانشان	گناهان	گناه	شان
کودکی‌ام	کودکی‌	کودکی	ام
رییستان	رییس	رییس	تان
کارتان	کار	کار	تان
نفستان	نفس	نفس	تان
خودشان	خود	خودشان	شان
معلممان	معلم	معلم	مان
دلش	دل	دل	ش
خطایم	خطا	خطا	یم
دستش	دست	دست	ش
دلشان	دل	دل	شان
دلش	دل	دل	ش
پدرشوهرم	پدرشوهر	پدرشوهر	م
همسرش	همسر	همسر	ش
خودمان	خود	خودمان	مان
